mandt,spras,anlkl,txk20,txk50,txt50,txa50,xltxid,operation_flag,is_deleted,recordstamp
800,T,00003200,EDP / Donanım,EDP / Donanım,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,00008000,Sanat eserleri,Sanat eserleri,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,00003100,Nakil vasıtaları,Nakil vasıtaları,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,00006100,Fin.kiralama (srm.),Finansal kiralanmış DV (sermaye kiralama),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,N4001,Yatırım ölçüsü,Yatırım ölçüsü olarak YOY,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,00004001,Yatırım ölçüsü,Yatırım ölçüsü olarak YOY,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,L6100,Finans.kiralama(işl),Finansal kiralanmış DV (işlemsel kiralama),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,00006000,Finans.kiralama(işl),Finansal kiralanmış DV (işlemsel kiralama),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,00002000,Koneet,Koneet,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,00003100,Ajoneuvot,Ajoneuvot,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,00001100,Rakennukset,Rakennukset,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,00008000,Taide-esineet,Taide-esineet,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L5100,Pienhyödykkeet,Pienhyödykkeet,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,00005000,Pienhyödykkeet,Pienhyödykkeet,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L5000,Pienhyödykkeet,Pienhyödykkeet,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,00003200,ATK / laitteisto,ATK / laitteisto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,00004000,Keskener.hankinnat,Keskeneräiset hankinnat,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L4000,Keskener.hankinnat,Keskeneräiset hankinnat,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,N4001,Investointitoimenp.,Keskeneräinen hankinta investointitoimenpiteenä,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,00004001,Investointitoimenp.,Keskeneräinen hankinta investointitoimenpiteenä,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00003100,Fordon,Fordon,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00009360,Maskiner,Maskiner,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,2000R,Maskiner,Maskiner,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,2000D,Maskiner,Maskiner,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00002000,Maskiner,Maskiner,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00001100,Byggnader,Byggnader,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00008000,Konstobjekt,Konst och liknande tillgångar,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00003200,EDB / hårdvara,EDB / hårdvara,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00004000,Påg. nyanläggning,Pågående nyanläggning,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L4000,Påg. nyanläggning,Pågående nyanläggning,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,4000R&D,Påg. nyanläggning,Pågående nyanläggning,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,N4001,Investeringsåtgärd,Pågående nyanläggning som investeringsåtgärd,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00004001,Investeringsåtgärd,Pågående nyanläggning som investeringsåtgärd,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,NLM001,Investeringsåtgärd,Pågående nyanläggning som investeringsåtgärd,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,NLM002,Investeringsåtgärd,Pågående nyanläggning som investeringsåtgärd,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00005000,Lågvärdeinventarier,Lågvärdeinventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L5100,Lågvärdeinventarier,Lågvärdeinventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L5000,Lågvärdeinventarier,Lågvärdeinventarier,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00002000,Машини,Машини,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00001100,Сгради,Сгради,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00009360,Adm Purchasing,Administration Purchasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00003200,DP / Хардуеър,DP / Хардуеър,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00004001,Инвест. мерки,Незавърш. производство като инвестиционна мярка,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,N4001,Инвест. мерки,Незавърш. производство като инвестиционна мярка,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00006100,Лизинг (капитал),Лизинговани активи (капиталов лизинг),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00005000,Малоценен актив,Малоценен актив,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00008200,Полож.репутация,Положителна репутация,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00008100,Авансови плащания,Авансови плащания,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00003100,Превозни средства,Превозни средства,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00006000,Лизинг (оперативен),Лизинговани активи (оперативен лизинг),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00003000,Оборудв. на фирмата,Оборудв. на фирмата,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00001000,Недвиж. собственост,Недвижима собственост и сходни права,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00004000,Незавършено произв.,Незавършено произв.,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00007000,Раходи за формиране,Раходи за формиране,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,W,00008000,Обекти на изкуството,Обекти на изкуството,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00004001,Cap.invest.measure,Assets under construction in investment measures,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,N4001,Cap.invest.measure,Assets under construction in investment measures,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00007000,Formation expenses,Formation expenses,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00003200,Personal computers,Personal computers,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00005000,SNV,Sredstva niskih vrednosti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00008100,Avansi,Avansi,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00008200,Gudvil,Gudvil,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00003000,Oprema,Oprema,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00001100,Zgrade,Zgrade,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00002000,Mašine,Mašine,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00001000,Nekretnine,Nekretnine i slična prava,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00003100,Vozni park,Vozni park,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00003200,EOP / hardver,EOP / hardver,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00009360,Adm Purchasing,Administration Purchasing,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00006000,Lizing (oper.),Unajmljena sredstva (operativni lizing),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00006100,Lizing (kapital),Unajmljena sredstva (lizing kapitala),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00004001,Investicione mere,Sredstva u pripremi kao investicione mere,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,N4001,Investicione mere,Sredstva u pripremi kao investicione mere,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00008000,Umetnički objekti,Umetnički objekti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00004000,Sredstva u pripremi,Sredstva u pripremi,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,d,00007000,Formiranje troškova,Formiranje troškova,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,IN7500,,商誉,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,IN2000,,Technische Anlagen und Maschinen,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00009360,,Verwaltung Einkauf,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,IN4000,,Betriebs- und Geschäftsausstattung,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,IN7500,,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,IN7500,,Ecart d´acquisition,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,IN4000,,Furniture and fixtures,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,IN7500,,営業権,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,IN2000,,プラントおよび機械,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,IN4000,,Instalações e equipamento,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,IN2000,,Instalações técnicas e máquinas,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,IN7500,,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,IN7500,,Гудвилл,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,IN2000,,Технические установки и станки,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,IN4000,,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,IN7500,,Fondo de comercio,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,IN4000,,Mobiliario y equipos de oficina,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,IN2000,,Instalaciones técnicas y maquinaria,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L5100,LVA,저가자산,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L5000,LVA,저가자산,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00005000,LVA,저가자산,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,G,00005000,LVA,Πάγια χαμηλής αξίας,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,00001000,Mark,Mark och liknande rättigheter,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L7610,Mark,Mark och liknande rättigheter,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L1150,Mark,Mark och liknande rättigheter,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L7810,Mark,Mark och liknande rättigheter,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L7400,Mark,Mark och liknande rättigheter,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L7710,Mark,Mark och liknande rättigheter,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L1000,Mark,Mark och liknande rättigheter,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L7510,Mark,Mark och liknande rättigheter,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,V,L1100,Mark,Mark och liknande rättigheter,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L7710,Grunty,Grunty i prawa gruntowe,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L1000,Grunty,Grunty i prawa gruntowe,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L7810,Grunty,Grunty i prawa gruntowe,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L7610,Grunty,Grunty i prawa gruntowe,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L7510,Grunty,Grunty i prawa gruntowe,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L1100,Grunty,Grunty i prawa gruntowe,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L1150,Grunty,Grunty i prawa gruntowe,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,00001000,Grunty,Grunty i prawa gruntowe,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,L,L7400,Grunty,Grunty i prawa gruntowe,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00001000,Telkek,"Telkek, ingatlanjellegű jogok",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L7400,Telkek,"Telkek, ingatlanjellegű jogok",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L7610,Telkek,"Telkek, ingatlanjellegű jogok",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L1100,Telkek,"Telkek, ingatlanjellegű jogok",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L7810,Telkek,"Telkek, ingatlanjellegű jogok",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L1150,Telkek,"Telkek, ingatlanjellegű jogok",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L7510,Telkek,"Telkek, ingatlanjellegű jogok",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L1000,Telkek,"Telkek, ingatlanjellegű jogok",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L7710,Telkek,"Telkek, ingatlanjellegű jogok",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L1000,Tomter,"Tomter, andre grunnarealer",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L7810,Tomter,"Tomter, andre grunnarealer",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,00001000,Tomter,"Tomter, andre grunnarealer",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L1150,Tomter,"Tomter, andre grunnarealer",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L1100,Tomter,"Tomter, andre grunnarealer",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L7400,Tomter,"Tomter, andre grunnarealer",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L7610,Tomter,"Tomter, andre grunnarealer",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L7710,Tomter,"Tomter, andre grunnarealer",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,L7510,Tomter,"Tomter, andre grunnarealer",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,L7510,Arsalar,"Arsalar, benzeri haklar",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,L7400,Arsalar,"Arsalar, benzeri haklar",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,L1150,Arsalar,"Arsalar, benzeri haklar",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,00001000,Arsalar,"Arsalar, benzeri haklar",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,L7710,Arsalar,"Arsalar, benzeri haklar",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,L7810,Arsalar,"Arsalar, benzeri haklar",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,L1100,Arsalar,"Arsalar, benzeri haklar",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,L1000,Arsalar,"Arsalar, benzeri haklar",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,T,L7610,Arsalar,"Arsalar, benzeri haklar",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L3610,Kalusto,Koneet ja kalusto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L3210,Kalusto,Koneet ja kalusto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L3710,Kalusto,Koneet ja kalusto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L3410,Kalusto,Koneet ja kalusto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L3510,Kalusto,Koneet ja kalusto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L3810,Kalusto,Koneet ja kalusto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,00003000,Kalusto,Koneet ja kalusto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,N3000,Kalusto,Koneet ja kalusto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L3110,Kalusto,Koneet ja kalusto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,L3000,Kalusto,Koneet ja kalusto,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L1150,Pozemky,"Pozemky, pozemkové právo",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L7710,Pozemky,"Pozemky, pozemkové právo",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L1000,Pozemky,"Pozemky, pozemkové právo",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L7400,Pozemky,"Pozemky, pozemkové právo",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L7610,Pozemky,"Pozemky, pozemkové právo",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L7810,Pozemky,"Pozemky, pozemkové právo",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00001000,Pozemky,"Pozemky, pozemkové právo",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L1100,Pozemky,"Pozemky, pozemkové právo",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,L7510,Pozemky,"Pozemky, pozemkové právo",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,00001000,Pozemky,"Pozemky, pozemkové práva",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L7710,Pozemky,"Pozemky, pozemkové práva",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L1150,Pozemky,"Pozemky, pozemkové práva",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L7810,Pozemky,"Pozemky, pozemkové práva",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L7510,Pozemky,"Pozemky, pozemkové práva",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L7400,Pozemky,"Pozemky, pozemkové práva",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L1000,Pozemky,"Pozemky, pozemkové práva",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L1100,Pozemky,"Pozemky, pozemkové práva",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L7610,Pozemky,"Pozemky, pozemkové práva",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L1000,Terreni,Terreni e diritti equivalenti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L1150,Terreni,Terreni e diritti equivalenti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L1100,Terreni,Terreni e diritti equivalenti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L7400,Terreni,Terreni e diritti equivalenti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L7710,Terreni,Terreni e diritti equivalenti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,00001000,Terreni,Terreni e diritti equivalenti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L7610,Terreni,Terreni e diritti equivalenti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L7510,Terreni,Terreni e diritti equivalenti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,I,L7810,Terreni,Terreni e diritti equivalenti,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00003100,Fuhrpark,Fuhrpark,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L3110,Fuhrpark,Fuhrpark  (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00001100,Gebäude,Gebäude,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L1100,Gebäude,Gebäude (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,6,00008200,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,C,00008200,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00008200,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,IN7500,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00008200,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,K,00008200,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,00008200,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,00008200,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,O,00008200,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,U,00008200,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00008200,Goodwill,Goodwill,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L7400,Terrains,Terrains,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L7810,Terrains,Terrains,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L1150,Terrains,Terrains,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L7610,Terrains,Terrains,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L1100,Terrains,Terrains,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L1000,Terrains,Terrains,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L7510,Terrains,Terrains,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,00001000,Terrains,Terrains,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,F,L7710,Terrains,Terrains,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,L7710,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,L1150,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,L7610,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,L1000,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,L7810,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,L7510,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,L1100,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,L7400,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,P,00001000,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L7400,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L7710,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L1150,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L1000,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L7510,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L1100,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,00001000,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L7610,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,S,L7810,Terrenos,Terrenos,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00003100,Vehicles,Vehicles,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,IN6000,Vehicles,Vehicles,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00003100,Vehicles,Vehicles,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,E,00001100,Buildings,Buildings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Z,00001100,Buildings,Buildings,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,L2000,Maschinen,Maschinen (für new-GL),,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L1150,Terreinen,"Terreinen, grondrechten",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L1000,Terreinen,"Terreinen, grondrechten",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L7810,Terreinen,"Terreinen, grondrechten",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L1100,Terreinen,"Terreinen, grondrechten",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L7400,Terreinen,"Terreinen, grondrechten",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L7510,Terreinen,"Terreinen, grondrechten",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L7710,Terreinen,"Terreinen, grondrechten",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,00001000,Terreinen,"Terreinen, grondrechten",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,N,L7610,Terreinen,"Terreinen, grondrechten",,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L7400,不动产,不动产和相似权利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L7710,不动产,不动产和相似权利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,00001000,不动产,不动产和相似权利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L1150,不动产,不动产和相似权利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L7510,不动产,不动产和相似权利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L7610,不动产,不动产和相似权利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L1100,不动产,不动产和相似权利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L7810,不动产,不动产和相似权利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,1,L1000,不动产,不动产和相似权利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L1150,不動產,不動產及類似權利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L1000,不動產,不動產及類似權利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,00001000,不動產,不動產及類似權利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L7610,不動產,不動產及類似權利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L7710,不動產,不動產及類似權利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L1100,不動產,不動產及類似權利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L7400,不動產,不動產及類似權利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L7510,不動產,不動產及類似權利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,M,L7810,不動產,不動產及類似權利,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,L1000,不動産,不動産,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,L1150,不動産,不動産,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,L1100,不動産,不動産,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,00001000,不動産,不動産,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,L7610,不動産,不動産,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,L7400,不動産,不動産,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,L7510,不動産,不動産,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,L7710,不動産,不動産,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,J,L7810,不動産,不動産,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L7510,부동산,부동산과 유사권리,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L1100,부동산,부동산과 유사권리,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00001000,부동산,부동산과 유사권리,,,,L,False,2021-07-27 03:11:23.530644+00:00
